"Statistic Label","Year","Partner Region","Trade Flow","Type of Ownership","NACE Rev 2 Activity","UNIT","VALUE"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Other non-metallic mineral products (C23)","Number","175"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Basic metals (C24)","Number","60"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Fabricated metal products, except machinery and equipment (C25)","Number","391"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Computer, electronic and optical products (C26)","Number","93"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Electrical equipment (C27)","Number","63"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Machinery and equipment n.e.c. (C28)","Number","231"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Motor vehicles, trailers and semi-trailers (C29)","Number","48"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Other transport equipment (C30)","Number","18"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Furniture (C31)","Number","202"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Other manufacturing (C32)","Number","162"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Repair and installation of machinery and equipment (C33)","Number","277"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Electricity, gas, steam and air conditioning supply (D)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Water supply; sewerage, waste management and remediation activities (E)","Number","113"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Construction (F)","Number","2230"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Number","10116"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Number","1000"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Wholesale trade, except of motor vehicles and motorcycles (G46)","Number","3842"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Retail trade, except of motor vehicles and motorcycles (G47)","Number","5274"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Transportation and storage (H)","Number","442"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Accommodation and Food and Other Services (I, OTU)","Number","1846"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Information and communication (J)","Number","815"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Financial and insurance activities (K)","Number","114"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Real estate activities (L)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Professional, scientific and technical activities (M)","Number","1399"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Administrative and support service activities (N)","Number","875"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Unknown","Number","0"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Total Trade in Goods","Number","21824"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Agriculture, forestry and fishing (A)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Number","53"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Mining and quarrying (B)","Number","0"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Industry (B - E)","Number","29"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Manufacturing (C)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Food products (C10)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Beverages (C11)","Number","0"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Tobacco products (C12)","Number","0"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Textiles (C13)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Wearing apparel (C14)","Number","0"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Leather and related products (C15)","Number","0"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Wood and wood products, except furniture (C16)","Number","0"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Paper and paper products (C17)","Number","0"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Printing and reproduction of recorded media (C18)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Coke and refined petroleum products (C19)","Number","0"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Chemicals and chemical products (C20)","Number","0"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Basic pharmaceutical products and preparations (C21)","Number","0"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Rubber and plastic products (C22)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Other non-metallic mineral products (C23)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Basic metals (C24)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Fabricated metal products, except machinery and equipment (C25)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Computer, electronic and optical products (C26)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Electrical equipment (C27)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Machinery and equipment n.e.c. (C28)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Motor vehicles, trailers and semi-trailers (C29)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Other transport equipment (C30)","Number","0"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Furniture (C31)","Number","0"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Of which - Domestically controlled with own affiliates abroad","Other manufacturing (C32)","Number",""
