Year,Partner Region,Trade Flow,Product,NACE Rev 2 Activity,VALUE
2020,Total Trade in Goods,Exports,"Computer, electronic and optical products (C26)",Basic metals (C24),227.359
2020,Total Trade in Goods,Exports,"Computer, electronic and optical products (C26)","Fabricated metal products, except machinery and equipment (C25)",11271.696
2020,Total Trade in Goods,Exports,"Computer, electronic and optical products (C26)","Computer, electronic and optical products (C26)",10901371.43
2020,Total Trade in Goods,Exports,"Computer, electronic and optical products (C26)",Electrical equipment (C27),17508.37
2020,Total Trade in Goods,Exports,"Computer, electronic and optical products (C26)",Machinery and equipment n.e.c. (C28),14689.974
2020,Total Trade in Goods,Exports,"Computer, electronic and optical products (C26)","Motor vehicles, trailers and semi-trailers (C29)",16727.271
2020,Total Trade in Goods,Exports,"Computer, electronic and optical products (C26)",Other manufacturing (C32),1302727.089
2020,Total Trade in Goods,Exports,"Computer, electronic and optical products (C26)",Repair and installation of machinery and equipment (C33),2232.353
2020,Total Trade in Goods,Exports,"Computer, electronic and optical products (C26)",Construction (F),423.708
2020,Total Trade in Goods,Exports,"Computer, electronic and optical products (C26)","Wholesale trade, except of motor vehicles and motorcycles (G46)",1190117.184
2020,Total Trade in Goods,Exports,"Computer, electronic and optical products (C26)",Transportation and storage (H),18589.081
2020,Total Trade in Goods,Exports,"Computer, electronic and optical products (C26)",Information and communication (J),796907.109
2020,Total Trade in Goods,Exports,"Computer, electronic and optical products (C26)",Financial and insurance activities (K),1283.259
2020,Total Trade in Goods,Exports,"Computer, electronic and optical products (C26)","Professional, scientific and technical activities (M)",30443.533
2020,Total Trade in Goods,Exports,"Computer, electronic and optical products (C26)",Administrative and support service activities (N),27852.082
2020,Total Trade in Goods,Exports,Electrical equipment (C27),Beverages (C11),24.829
2020,Total Trade in Goods,Exports,Electrical equipment (C27),Basic pharmaceutical products and preparations (C21),1043.628
2020,Total Trade in Goods,Exports,Electrical equipment (C27),Rubber and plastic products (C22),5991.515
2020,Total Trade in Goods,Exports,Electrical equipment (C27),"Fabricated metal products, except machinery and equipment (C25)",13056.296
2020,Total Trade in Goods,Exports,Electrical equipment (C27),"Computer, electronic and optical products (C26)",277480.037
2020,Total Trade in Goods,Exports,Electrical equipment (C27),Electrical equipment (C27),307222.481
2020,Total Trade in Goods,Exports,Electrical equipment (C27),Machinery and equipment n.e.c. (C28),13699.548
2020,Total Trade in Goods,Exports,Electrical equipment (C27),"Motor vehicles, trailers and semi-trailers (C29)",348670.488
2020,Total Trade in Goods,Exports,Electrical equipment (C27),Other manufacturing (C32),17423.059
2020,Total Trade in Goods,Exports,Electrical equipment (C27),Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),3923.74
2020,Total Trade in Goods,Exports,Electrical equipment (C27),"Wholesale trade, except of motor vehicles and motorcycles (G46)",187431.632
2020,Total Trade in Goods,Exports,Electrical equipment (C27),"Retail trade, except of motor vehicles and motorcycles (G47)",39938.011
2020,Total Trade in Goods,Exports,Electrical equipment (C27),Transportation and storage (H),6078.36
2020,Total Trade in Goods,Exports,Electrical equipment (C27),Information and communication (J),48639.248
2020,Total Trade in Goods,Exports,Electrical equipment (C27),Financial and insurance activities (K),9472.6
2020,Total Trade in Goods,Exports,Electrical equipment (C27),"Professional, scientific and technical activities (M)",9255.781
2020,Total Trade in Goods,Exports,Electrical equipment (C27),Administrative and support service activities (N),4820.686
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Food products (C10),737.629
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Printing and reproduction of recorded media (C18),1476.027
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Chemicals and chemical products (C20),487.085
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Basic pharmaceutical products and preparations (C21),3022.56
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Rubber and plastic products (C22),15703.319
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Other non-metallic mineral products (C23),508.531
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),"Fabricated metal products, except machinery and equipment (C25)",38175.85
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),"Computer, electronic and optical products (C26)",118563.947
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Electrical equipment (C27),7063.281
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Machinery and equipment n.e.c. (C28),1532156.428
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),"Motor vehicles, trailers and semi-trailers (C29)",95112.663
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Other transport equipment (C30),2754.38
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Other manufacturing (C32),20128.163
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Repair and installation of machinery and equipment (C33),34660.862
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),"Water supply; sewerage, waste management and remediation activities (E)",1628.55
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Construction (F),5353.798
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),14413.981
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),"Wholesale trade, except of motor vehicles and motorcycles (G46)",644890.49
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),"Retail trade, except of motor vehicles and motorcycles (G47)",9965.122
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Transportation and storage (H),7705.673
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Information and communication (J),8582.781
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Financial and insurance activities (K),58702.689
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),"Professional, scientific and technical activities (M)",27346.382
2020,Total Trade in Goods,Exports,Machinery and equipment n.e.c. (C28),Administrative and support service activities (N),37496.109
2020,Total Trade in Goods,Exports,"Motor vehicles, trailers and semi-trailers (C29)","Fabricated metal products, except machinery and equipment (C25)",68508.078
2020,Total Trade in Goods,Exports,"Motor vehicles, trailers and semi-trailers (C29)","Computer, electronic and optical products (C26)",17.01
2020,Total Trade in Goods,Exports,"Motor vehicles, trailers and semi-trailers (C29)",Machinery and equipment n.e.c. (C28),9696.303
2020,Total Trade in Goods,Exports,"Motor vehicles, trailers and semi-trailers (C29)","Motor vehicles, trailers and semi-trailers (C29)",107481.112
2020,Total Trade in Goods,Exports,"Motor vehicles, trailers and semi-trailers (C29)",Construction (F),2927.192
2020,Total Trade in Goods,Exports,"Motor vehicles, trailers and semi-trailers (C29)",Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),72008.626
2020,Total Trade in Goods,Exports,"Motor vehicles, trailers and semi-trailers (C29)","Wholesale trade, except of motor vehicles and motorcycles (G46)",39211.624
2020,Total Trade in Goods,Exports,"Motor vehicles, trailers and semi-trailers (C29)","Retail trade, except of motor vehicles and motorcycles (G47)",3160.517
2020,Total Trade in Goods,Exports,"Motor vehicles, trailers and semi-trailers (C29)",Information and communication (J),5.703
2020,Total Trade in Goods,Exports,"Motor vehicles, trailers and semi-trailers (C29)","Professional, scientific and technical activities (M)",279.918
2020,Total Trade in Goods,Exports,"Motor vehicles, trailers and semi-trailers (C29)",Administrative and support service activities (N),2880.136
2020,Total Trade in Goods,Exports,Other transport equipment (C30),Rubber and plastic products (C22),1249.1
2020,Total Trade in Goods,Exports,Other transport equipment (C30),"Fabricated metal products, except machinery and equipment (C25)",5284.752
2020,Total Trade in Goods,Exports,Other transport equipment (C30),Machinery and equipment n.e.c. (C28),328.996
2020,Total Trade in Goods,Exports,Other transport equipment (C30),Other transport equipment (C30),22583.973
2020,Total Trade in Goods,Exports,Other transport equipment (C30),Other manufacturing (C32),493.682
2020,Total Trade in Goods,Exports,Other transport equipment (C30),Repair and installation of machinery and equipment (C33),493202.556
2020,Total Trade in Goods,Exports,Other transport equipment (C30),Construction (F),1203.496
2020,Total Trade in Goods,Exports,Other transport equipment (C30),"Wholesale trade, except of motor vehicles and motorcycles (G46)",71651.163
2020,Total Trade in Goods,Exports,Other transport equipment (C30),Transportation and storage (H),58098.989
2020,Total Trade in Goods,Exports,Other transport equipment (C30),Financial and insurance activities (K),774437.829
2020,Total Trade in Goods,Exports,Other transport equipment (C30),"Professional, scientific and technical activities (M)",3106.534
2020,Total Trade in Goods,Exports,Other transport equipment (C30),Administrative and support service activities (N),2668268.901
2020,Total Trade in Goods,Exports,Furniture (C31),"Fabricated metal products, except machinery and equipment (C25)",801.014
2020,Total Trade in Goods,Exports,Furniture (C31),Machinery and equipment n.e.c. (C28),465.915
2020,Total Trade in Goods,Exports,Furniture (C31),Furniture (C31),62390.093
2020,Total Trade in Goods,Exports,Furniture (C31),"Wholesale trade, except of motor vehicles and motorcycles (G46)",37222.757
2020,Total Trade in Goods,Exports,Furniture (C31),Information and communication (J),1838.638
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),Food products (C10),113.646
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),Beverages (C11),8.719
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),Basic pharmaceutical products and preparations (C21),65163.016
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),"Fabricated metal products, except machinery and equipment (C25)",27012.442
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),"Computer, electronic and optical products (C26)",98334.859
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),Machinery and equipment n.e.c. (C28),3380.825
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),Other manufacturing (C32),8811472.951
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),Construction (F),116.696
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),91.902
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),"Wholesale trade, except of motor vehicles and motorcycles (G46)",1151939.412
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),"Retail trade, except of motor vehicles and motorcycles (G47)",112754.16
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),Transportation and storage (H),3362.975
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),Information and communication (J),5394.161
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),Financial and insurance activities (K),75473.715
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),"Professional, scientific and technical activities (M)",60556.001
2020,Total Trade in Goods,Exports,Other manufactured goods (C32),Administrative and support service activities (N),5280.257
2020,Total Trade in Goods,Exports,"Installation & maintenance of equipment, Construction, Services. (C33, F - U)",Food products (C10),4.455
2020,Total Trade in Goods,Exports,"Installation & maintenance of equipment, Construction, Services. (C33, F - U)",Beverages (C11),22.373
2020,Total Trade in Goods,Exports,"Installation & maintenance of equipment, Construction, Services. (C33, F - U)",Paper and paper products (C17),550.013
2020,Total Trade in Goods,Exports,"Installation & maintenance of equipment, Construction, Services. (C33, F - U)",Printing and reproduction of recorded media (C18),21534.14
2020,Total Trade in Goods,Exports,"Installation & maintenance of equipment, Construction, Services. (C33, F - U)","Fabricated metal products, except machinery and equipment (C25)",20.173
2020,Total Trade in Goods,Exports,"Installation & maintenance of equipment, Construction, Services. (C33, F - U)","Computer, electronic and optical products (C26)",134836.785
2020,Total Trade in Goods,Exports,"Installation & maintenance of equipment, Construction, Services. (C33, F - U)",Machinery and equipment n.e.c. (C28),34.595
2020,Total Trade in Goods,Exports,"Installation & maintenance of equipment, Construction, Services. (C33, F - U)",Other manufacturing (C32),2345.735
2020,Total Trade in Goods,Exports,"Installation & maintenance of equipment, Construction, Services. (C33, F - U)","Retail trade, except of motor vehicles and motorcycles (G47)",6368.879
2020,Total Trade in Goods,Exports,"Installation & maintenance of equipment, Construction, Services. (C33, F - U)",Transportation and storage (H),4029.833
2020,Total Trade in Goods,Exports,"Installation & maintenance of equipment, Construction, Services. (C33, F - U)",Information and communication (J),314781.593
2020,Total Trade in Goods,Exports,"Installation & maintenance of equipment, Construction, Services. (C33, F - U)","Professional, scientific and technical activities (M)",4681.537
2020,Total Trade in Goods,Exports,"Water supply; sewerage, waste management and remediation services (E)","Wood and wood products, except furniture (C16)",1995.266
2020,Total Trade in Goods,Exports,"Water supply; sewerage, waste management and remediation services (E)",Chemicals and chemical products (C20),140.25
2020,Total Trade in Goods,Exports,"Water supply; sewerage, waste management and remediation services (E)",Rubber and plastic products (C22),282.812
2020,Total Trade in Goods,Exports,"Water supply; sewerage, waste management and remediation services (E)",Other manufacturing (C32),2996.585
2020,Total Trade in Goods,Exports,"Water supply; sewerage, waste management and remediation services (E)","Water supply; sewerage, waste management and remediation activities (E)",167034.456
2020,Total Trade in Goods,Exports,"Water supply; sewerage, waste management and remediation services (E)","Wholesale trade, except of motor vehicles and motorcycles (G46)",20331.065
2020,Total Trade in Goods,Exports,"Water supply; sewerage, waste management and remediation services (E)","Professional, scientific and technical activities (M)",1801.582
2020,Total Trade in Goods,Exports,Unknown,"Agriculture, forestry and fishing (A)",22393.986
2020,Total Trade in Goods,Exports,Unknown,Mining and quarrying (B),3815.154
2020,Total Trade in Goods,Exports,Unknown,Food products (C10),17936.962
2020,Total Trade in Goods,Exports,Unknown,Beverages (C11),3392.379
2020,Total Trade in Goods,Exports,Unknown,Textiles (C13),4374.132
2020,Total Trade in Goods,Exports,Unknown,Wearing apparel (C14),1509.886
2020,Total Trade in Goods,Exports,Unknown,Leather and related products (C15),628.667
2020,Total Trade in Goods,Exports,Unknown,"Wood and wood products, except furniture (C16)",3860.904
2020,Total Trade in Goods,Exports,Unknown,Paper and paper products (C17),3912.354
2020,Total Trade in Goods,Exports,Unknown,Printing and reproduction of recorded media (C18),4612.644
2020,Total Trade in Goods,Exports,Unknown,Chemicals and chemical products (C20),13550.901
2020,Total Trade in Goods,Exports,Unknown,Basic pharmaceutical products and preparations (C21),8508.356
2020,Total Trade in Goods,Exports,Unknown,Rubber and plastic products (C22),10112.489
2020,Total Trade in Goods,Exports,Unknown,Other non-metallic mineral products (C23),8057.26
2020,Total Trade in Goods,Exports,Unknown,Basic metals (C24),6108.277
2020,Total Trade in Goods,Exports,Unknown,"Fabricated metal products, except machinery and equipment (C25)",15007.981
2020,Total Trade in Goods,Exports,Unknown,"Computer, electronic and optical products (C26)",45910.337
2020,Total Trade in Goods,Exports,Unknown,Electrical equipment (C27),4061.837
2020,Total Trade in Goods,Exports,Unknown,Machinery and equipment n.e.c. (C28),16970.576
2020,Total Trade in Goods,Exports,Unknown,"Motor vehicles, trailers and semi-trailers (C29)",1970.115
2020,Total Trade in Goods,Exports,Unknown,Other transport equipment (C30),487.192
2020,Total Trade in Goods,Exports,Unknown,Furniture (C31),21236.79
2020,Total Trade in Goods,Exports,Unknown,Other manufacturing (C32),7060.323
2020,Total Trade in Goods,Exports,Unknown,Repair and installation of machinery and equipment (C33),6755.422
2020,Total Trade in Goods,Exports,Unknown,"Electricity, gas, steam and air conditioning supply (D)",1121.434
2020,Total Trade in Goods,Exports,Unknown,"Water supply; sewerage, waste management and remediation activities (E)",24873.872
2020,Total Trade in Goods,Exports,Unknown,Construction (F),21620.18
2020,Total Trade in Goods,Exports,Unknown,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),43877.76
2020,Total Trade in Goods,Exports,Unknown,"Wholesale trade, except of motor vehicles and motorcycles (G46)",295247.447
2020,Total Trade in Goods,Exports,Unknown,"Retail trade, except of motor vehicles and motorcycles (G47)",125459.755
2020,Total Trade in Goods,Exports,Unknown,Transportation and storage (H),15504.288
2020,Total Trade in Goods,Exports,Unknown,Information and communication (J),23895.305
2020,Total Trade in Goods,Exports,Unknown,Financial and insurance activities (K),5078.022
2020,Total Trade in Goods,Exports,Unknown,Real estate activities (L),3457.199
2020,Total Trade in Goods,Exports,Unknown,"Professional, scientific and technical activities (M)",31715.038
2020,Total Trade in Goods,Exports,Unknown,Administrative and support service activities (N),16504.826
2020,Total Trade in Goods,Exports,Total Trade in Goods,"Agriculture, forestry and fishing (A)",306125.496
2020,Total Trade in Goods,Exports,Total Trade in Goods,Food products (C10),12548953.57
2020,Total Trade in Goods,Exports,Total Trade in Goods,Beverages (C11),1104978.582
2020,Total Trade in Goods,Exports,Total Trade in Goods,Textiles (C13),90566.891
2020,Total Trade in Goods,Exports,Total Trade in Goods,Leather and related products (C15),20303.698
2020,Total Trade in Goods,Exports,Total Trade in Goods,"Wood and wood products, except furniture (C16)",370169.894
2020,Total Trade in Goods,Exports,Total Trade in Goods,Paper and paper products (C17),181315.809
2020,Total Trade in Goods,Exports,Total Trade in Goods,Printing and reproduction of recorded media (C18),128714.89
2020,Total Trade in Goods,Exports,Total Trade in Goods,Chemicals and chemical products (C20),25663674.898
2020,Total Trade in Goods,Exports,Total Trade in Goods,Basic pharmaceutical products and preparations (C21),63319103.93
2020,Total Trade in Goods,Exports,Total Trade in Goods,Rubber and plastic products (C22),1000137.671
2020,Total Trade in Goods,Exports,Total Trade in Goods,Other non-metallic mineral products (C23),408453.643
2020,Total Trade in Goods,Exports,Total Trade in Goods,Basic metals (C24),293739.478
2020,Total Trade in Goods,Exports,Total Trade in Goods,"Fabricated metal products, except machinery and equipment (C25)",577949.177
2020,Total Trade in Goods,Exports,Total Trade in Goods,"Computer, electronic and optical products (C26)",11692647.944
2020,Total Trade in Goods,Exports,Total Trade in Goods,Electrical equipment (C27),345737.665
2020,Total Trade in Goods,Exports,Total Trade in Goods,Machinery and equipment n.e.c. (C28),1873548.135
2020,Total Trade in Goods,Exports,Total Trade in Goods,"Motor vehicles, trailers and semi-trailers (C29)",573818.124
2020,Total Trade in Goods,Exports,Total Trade in Goods,Furniture (C31),139386.725
2020,Total Trade in Goods,Exports,Total Trade in Goods,Other manufacturing (C32),11696353.485
2020,Total Trade in Goods,Exports,Total Trade in Goods,Repair and installation of machinery and equipment (C33),602464.317
2020,Total Trade in Goods,Exports,Total Trade in Goods,Construction (F),56763.077
2020,Total Trade in Goods,Exports,Total Trade in Goods,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),182539.246
2020,Total Trade in Goods,Exports,Total Trade in Goods,"Wholesale trade, except of motor vehicles and motorcycles (G46)",9045076.292
2020,Total Trade in Goods,Exports,Total Trade in Goods,"Retail trade, except of motor vehicles and motorcycles (G47)",879899.435
2020,Total Trade in Goods,Exports,Total Trade in Goods,Transportation and storage (H),421815.377
2020,Total Trade in Goods,Exports,Total Trade in Goods,Information and communication (J),1215353.729
2020,Total Trade in Goods,Exports,Total Trade in Goods,Financial and insurance activities (K),2451763.451
2020,Total Trade in Goods,Exports,Total Trade in Goods,Real estate activities (L),42955.947
2020,Total Trade in Goods,Exports,Total Trade in Goods,"Professional, scientific and technical activities (M)",1110561.444
2020,Total Trade in Goods,Exports,Total Trade in Goods,Administrative and support service activities (N),2916002.17
2021,EU27 countries (from 2020),Imports,"Products of agriculture, forestry and fishing (A)","Agriculture, forestry and fishing (A)",41765.685
2021,EU27 countries (from 2020),Imports,"Products of agriculture, forestry and fishing (A)",Food products (C10),58011.263
2021,EU27 countries (from 2020),Imports,"Products of agriculture, forestry and fishing (A)",Beverages (C11),5142.667
2021,EU27 countries (from 2020),Imports,"Products of agriculture, forestry and fishing (A)","Wood and wood products, except furniture (C16)",641.021
2021,EU27 countries (from 2020),Imports,"Products of agriculture, forestry and fishing (A)",Chemicals and chemical products (C20),481.659
2021,EU27 countries (from 2020),Imports,"Products of agriculture, forestry and fishing (A)",Construction (F),646.167
2021,EU27 countries (from 2020),Imports,"Products of agriculture, forestry and fishing (A)",Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),60.96
2021,EU27 countries (from 2020),Imports,"Products of agriculture, forestry and fishing (A)","Wholesale trade, except of motor vehicles and motorcycles (G46)",409220.934
2021,EU27 countries (from 2020),Imports,"Products of agriculture, forestry and fishing (A)","Retail trade, except of motor vehicles and motorcycles (G47)",214155.7
2021,EU27 countries (from 2020),Imports,"Products of agriculture, forestry and fishing (A)",Transportation and storage (H),6144.729
2021,EU27 countries (from 2020),Imports,"Products of agriculture, forestry and fishing (A)",Information and communication (J),104.267
2021,EU27 countries (from 2020),Imports,"Products of agriculture, forestry and fishing (A)",Real estate activities (L),1069.339
2021,EU27 countries (from 2020),Imports,"Products of agriculture, forestry and fishing (A)",Administrative and support service activities (N),3548.82
2021,EU27 countries (from 2020),Imports,Mining and quarrying (B),"Agriculture, forestry and fishing (A)",46.516
2021,EU27 countries (from 2020),Imports,Mining and quarrying (B),Food products (C10),960.224
2021,EU27 countries (from 2020),Imports,Mining and quarrying (B),Chemicals and chemical products (C20),2672.052
2021,EU27 countries (from 2020),Imports,Mining and quarrying (B),Other non-metallic mineral products (C23),12728.534
2021,EU27 countries (from 2020),Imports,Mining and quarrying (B),Other manufacturing (C32),946.863
2021,EU27 countries (from 2020),Imports,Mining and quarrying (B),"Electricity, gas, steam and air conditioning supply (D)",94603.431
2021,EU27 countries (from 2020),Imports,Mining and quarrying (B),Construction (F),1643.036
2021,EU27 countries (from 2020),Imports,Mining and quarrying (B),Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),19.501
2021,EU27 countries (from 2020),Imports,Mining and quarrying (B),"Wholesale trade, except of motor vehicles and motorcycles (G46)",17291.733
2021,EU27 countries (from 2020),Imports,Mining and quarrying (B),"Retail trade, except of motor vehicles and motorcycles (G47)",1978.396
2021,EU27 countries (from 2020),Imports,Mining and quarrying (B),Transportation and storage (H),113.793
2021,EU27 countries (from 2020),Imports,Mining and quarrying (B),Administrative and support service activities (N),137.538
2021,EU27 countries (from 2020),Imports,Food products  (C10),"Agriculture, forestry and fishing (A)",12564.844
2021,EU27 countries (from 2020),Imports,Food products  (C10),Food products (C10),692637.444
2021,EU27 countries (from 2020),Imports,Food products  (C10),Beverages (C11),33858.791
2021,EU27 countries (from 2020),Imports,Food products  (C10),Chemicals and chemical products (C20),1683.435
2021,EU27 countries (from 2020),Imports,Food products  (C10),Basic pharmaceutical products and preparations (C21),7482.089
2021,EU27 countries (from 2020),Imports,Food products  (C10),Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),49.359
2021,EU27 countries (from 2020),Imports,Food products  (C10),"Wholesale trade, except of motor vehicles and motorcycles (G46)",1091709.938
2021,EU27 countries (from 2020),Imports,Food products  (C10),"Retail trade, except of motor vehicles and motorcycles (G47)",508660.664
2021,EU27 countries (from 2020),Imports,Food products  (C10),Information and communication (J),464.627
2021,EU27 countries (from 2020),Imports,Food products  (C10),Financial and insurance activities (K),66319.975
2021,EU27 countries (from 2020),Imports,Beverages (C11),Beverages (C11),58571.377
2021,EU27 countries (from 2020),Imports,Beverages (C11),"Wholesale trade, except of motor vehicles and motorcycles (G46)",200079.819
2021,EU27 countries (from 2020),Imports,Textiles (C13),"Agriculture, forestry and fishing (A)",1106.766
2021,EU27 countries (from 2020),Imports,Textiles (C13),Food products (C10),659.936
2021,EU27 countries (from 2020),Imports,Textiles (C13),Textiles (C13),12333.957
2021,EU27 countries (from 2020),Imports,Textiles (C13),Wearing apparel (C14),9224.787
2021,EU27 countries (from 2020),Imports,Textiles (C13),"Wood and wood products, except furniture (C16)",85.675
2021,EU27 countries (from 2020),Imports,Textiles (C13),Printing and reproduction of recorded media (C18),103.142
2021,EU27 countries (from 2020),Imports,Textiles (C13),Chemicals and chemical products (C20),154.063
2021,EU27 countries (from 2020),Imports,Textiles (C13),Basic pharmaceutical products and preparations (C21),1398.247
2021,EU27 countries (from 2020),Imports,Textiles (C13),Rubber and plastic products (C22),3387.041
2021,EU27 countries (from 2020),Imports,Textiles (C13),Other non-metallic mineral products (C23),1814.669
2021,EU27 countries (from 2020),Imports,Textiles (C13),Basic metals (C24),452.431
2021,EU27 countries (from 2020),Imports,Textiles (C13),"Fabricated metal products, except machinery and equipment (C25)",87.516
2021,EU27 countries (from 2020),Imports,Textiles (C13),"Computer, electronic and optical products (C26)",201.53
2021,EU27 countries (from 2020),Imports,Textiles (C13),Machinery and equipment n.e.c. (C28),271.006
2021,EU27 countries (from 2020),Imports,Textiles (C13),Furniture (C31),4644.375
2021,EU27 countries (from 2020),Imports,Textiles (C13),Other manufacturing (C32),11630.053
2021,EU27 countries (from 2020),Imports,Textiles (C13),Repair and installation of machinery and equipment (C33),126.044
2021,EU27 countries (from 2020),Imports,Textiles (C13),Construction (F),2719.525
2021,EU27 countries (from 2020),Imports,Textiles (C13),Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),428.817
2021,EU27 countries (from 2020),Imports,Textiles (C13),"Wholesale trade, except of motor vehicles and motorcycles (G46)",55338.293
2021,EU27 countries (from 2020),Imports,Textiles (C13),"Retail trade, except of motor vehicles and motorcycles (G47)",56101.299
2021,EU27 countries (from 2020),Imports,Textiles (C13),Transportation and storage (H),554.29
2021,EU27 countries (from 2020),Imports,Textiles (C13),Financial and insurance activities (K),858.532
2021,EU27 countries (from 2020),Imports,Textiles (C13),"Professional, scientific and technical activities (M)",2060.867
2021,EU27 countries (from 2020),Imports,Textiles (C13),Administrative and support service activities (N),2745.571
2021,EU27 countries (from 2020),Imports,Wearing apparel (C14),"Agriculture, forestry and fishing (A)",56.679
2021,EU27 countries (from 2020),Imports,Wearing apparel (C14),Food products (C10),320.807
2021,EU27 countries (from 2020),Imports,Wearing apparel (C14),Wearing apparel (C14),2746.905
2021,EU27 countries (from 2020),Imports,Wearing apparel (C14),"Fabricated metal products, except machinery and equipment (C25)",58.516
2021,EU27 countries (from 2020),Imports,Wearing apparel (C14),Construction (F),358.648
2021,EU27 countries (from 2020),Imports,Wearing apparel (C14),Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),411.357
2021,EU27 countries (from 2020),Imports,Wearing apparel (C14),"Wholesale trade, except of motor vehicles and motorcycles (G46)",137180.987
2021,EU27 countries (from 2020),Imports,Wearing apparel (C14),"Retail trade, except of motor vehicles and motorcycles (G47)",471619.763
2021,EU27 countries (from 2020),Imports,Wearing apparel (C14),Transportation and storage (H),72.973
2021,EU27 countries (from 2020),Imports,Wearing apparel (C14),Financial and insurance activities (K),89.927
2021,EU27 countries (from 2020),Imports,Wearing apparel (C14),"Professional, scientific and technical activities (M)",2094.981
2021,EU27 countries (from 2020),Imports,Leather and related products (C15),"Agriculture, forestry and fishing (A)",335.622
2021,EU27 countries (from 2020),Imports,Leather and related products (C15),Wearing apparel (C14),79.01
2021,EU27 countries (from 2020),Imports,Leather and related products (C15),Chemicals and chemical products (C20),12.706
2021,EU27 countries (from 2020),Imports,Leather and related products (C15),"Computer, electronic and optical products (C26)",260.074
2021,EU27 countries (from 2020),Imports,Leather and related products (C15),Machinery and equipment n.e.c. (C28),102.407
2021,EU27 countries (from 2020),Imports,Leather and related products (C15),Other manufacturing (C32),282.675
2021,EU27 countries (from 2020),Imports,Leather and related products (C15),Construction (F),75.614
2021,EU27 countries (from 2020),Imports,Leather and related products (C15),Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),87.434
2021,EU27 countries (from 2020),Imports,Leather and related products (C15),"Wholesale trade, except of motor vehicles and motorcycles (G46)",66194.024
2021,EU27 countries (from 2020),Imports,Leather and related products (C15),"Retail trade, except of motor vehicles and motorcycles (G47)",204885.111
2021,EU27 countries (from 2020),Imports,Leather and related products (C15),Financial and insurance activities (K),104.274
2021,EU27 countries (from 2020),Imports,Leather and related products (C15),Real estate activities (L),107.649
2021,EU27 countries (from 2020),Imports,Leather and related products (C15),"Professional, scientific and technical activities (M)",3001.736
2021,EU27 countries (from 2020),Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Beverages (C11),3581.131
