Year,Partner Region,Trade Flow,Product,NACE Rev 2 Activity,VALUE
2022,All countries excluding EU272020,Exports,Unknown,Printing and reproduction of recorded media (C18),191.332
2022,All countries excluding EU272020,Exports,Unknown,Rubber and plastic products (C22),176.399
2022,All countries excluding EU272020,Exports,Unknown,Other non-metallic mineral products (C23),133.557
2022,All countries excluding EU272020,Exports,Unknown,Basic metals (C24),7.275
2022,All countries excluding EU272020,Exports,Unknown,"Fabricated metal products, except machinery and equipment (C25)",252.201
2022,All countries excluding EU272020,Exports,Unknown,"Computer, electronic and optical products (C26)",44.519
2022,All countries excluding EU272020,Exports,Unknown,Electrical equipment (C27),25.522
2022,All countries excluding EU272020,Exports,Unknown,Machinery and equipment n.e.c. (C28),47.037
2022,All countries excluding EU272020,Exports,Unknown,Furniture (C31),295.668
2022,All countries excluding EU272020,Exports,Unknown,Other manufacturing (C32),121.367
2022,All countries excluding EU272020,Exports,Unknown,Repair and installation of machinery and equipment (C33),50.933
2022,All countries excluding EU272020,Exports,Unknown,Construction (F),140.069
2022,All countries excluding EU272020,Exports,Unknown,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),297.95
2022,All countries excluding EU272020,Exports,Unknown,"Retail trade, except of motor vehicles and motorcycles (G47)",614.99
2022,All countries excluding EU272020,Exports,Unknown,Transportation and storage (H),123.269
2022,All countries excluding EU272020,Exports,Unknown,Information and communication (J),1026.004
2022,All countries excluding EU272020,Exports,Unknown,Administrative and support service activities (N),299.547
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Food products (C10),9662110.406
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Beverages (C11),924552.998
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Textiles (C13),48400.93
2022,All countries excluding EU272020,Exports,Total Trade in Goods,"Wood and wood products, except furniture (C16)",504087.868
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Paper and paper products (C17),161920.076
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Basic pharmaceutical products and preparations (C21),45641002.902
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Rubber and plastic products (C22),820125.113
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Other non-metallic mineral products (C23),477653.376
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Basic metals (C24),423353.095
2022,All countries excluding EU272020,Exports,Total Trade in Goods,"Fabricated metal products, except machinery and equipment (C25)",663287.682
2022,All countries excluding EU272020,Exports,Total Trade in Goods,"Computer, electronic and optical products (C26)",14144802.531
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Electrical equipment (C27),203124.312
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Machinery and equipment n.e.c. (C28),1850192.665
2022,All countries excluding EU272020,Exports,Total Trade in Goods,"Motor vehicles, trailers and semi-trailers (C29)",208949.085
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Other transport equipment (C30),23259.981
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Furniture (C31),106043.654
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Other manufacturing (C32),10961457.313
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Repair and installation of machinery and equipment (C33),648444.955
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),175760.165
2022,All countries excluding EU272020,Exports,Total Trade in Goods,"Wholesale trade, except of motor vehicles and motorcycles (G46)",6804300.04
2022,All countries excluding EU272020,Exports,Total Trade in Goods,"Retail trade, except of motor vehicles and motorcycles (G47)",623462.876
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Transportation and storage (H),852501.058
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Information and communication (J),716558.811
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Financial and insurance activities (K),1268583.231
2022,All countries excluding EU272020,Exports,Total Trade in Goods,"Professional, scientific and technical activities (M)",566301.77
2022,All countries excluding EU272020,Exports,Total Trade in Goods,Administrative and support service activities (N),2052689.581
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)","Agriculture, forestry and fishing (A)",144371.327
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)",Food products (C10),282998.415
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)",Beverages (C11),9378.47
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)","Wood and wood products, except furniture (C16)",18904.024
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)",Chemicals and chemical products (C20),883.169
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)",Basic pharmaceutical products and preparations (C21),19108.34
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)",Rubber and plastic products (C22),1648.243
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)",Other non-metallic mineral products (C23),76.661
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)","Fabricated metal products, except machinery and equipment (C25)",262.063
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)",Machinery and equipment n.e.c. (C28),85.318
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)",Other manufacturing (C32),1852.001
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)","Water supply; sewerage, waste management and remediation activities (E)",357.79
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)",Construction (F),3108.644
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)",Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),52.651
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)","Wholesale trade, except of motor vehicles and motorcycles (G46)",982646.727
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)","Retail trade, except of motor vehicles and motorcycles (G47)",324671.349
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)",Transportation and storage (H),26445.349
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)",Information and communication (J),3168.515
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)",Financial and insurance activities (K),47379.203
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)",Real estate activities (L),1160.567
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)","Professional, scientific and technical activities (M)",68988.294
2022,Total Trade in Goods,Imports,"Products of agriculture, forestry and fishing (A)",Administrative and support service activities (N),7943.169
2022,Total Trade in Goods,Imports,Mining and quarrying (B),"Agriculture, forestry and fishing (A)",447.144
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Mining and quarrying (B),7798.032
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Food products (C10),4961.831
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Chemicals and chemical products (C20),9075.269
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Basic pharmaceutical products and preparations (C21),806.414
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Rubber and plastic products (C22),2238.499
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Other non-metallic mineral products (C23),40260.779
2022,Total Trade in Goods,Imports,Mining and quarrying (B),"Fabricated metal products, except machinery and equipment (C25)",370.236
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Electrical equipment (C27),52.358
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Machinery and equipment n.e.c. (C28),257.819
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Furniture (C31),441.281
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Other manufacturing (C32),2690.51
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Repair and installation of machinery and equipment (C33),35.651
2022,Total Trade in Goods,Imports,Mining and quarrying (B),"Electricity, gas, steam and air conditioning supply (D)",3041886.846
2022,Total Trade in Goods,Imports,Mining and quarrying (B),"Water supply; sewerage, waste management and remediation activities (E)",593.931
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Construction (F),9970.949
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),502.93
2022,Total Trade in Goods,Imports,Mining and quarrying (B),"Wholesale trade, except of motor vehicles and motorcycles (G46)",203564.611
2022,Total Trade in Goods,Imports,Mining and quarrying (B),"Retail trade, except of motor vehicles and motorcycles (G47)",7257.809
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Transportation and storage (H),1589.606
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Financial and insurance activities (K),9035.989
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Real estate activities (L),412.367
2022,Total Trade in Goods,Imports,Mining and quarrying (B),Administrative and support service activities (N),1072.445
2022,Total Trade in Goods,Imports,Food products  (C10),"Agriculture, forestry and fishing (A)",37944.729
2022,Total Trade in Goods,Imports,Food products  (C10),Food products (C10),2522888.802
2022,Total Trade in Goods,Imports,Food products  (C10),Beverages (C11),86330.004
2022,Total Trade in Goods,Imports,Food products  (C10),Printing and reproduction of recorded media (C18),12.311
2022,Total Trade in Goods,Imports,Food products  (C10),Chemicals and chemical products (C20),32026.929
2022,Total Trade in Goods,Imports,Food products  (C10),Basic pharmaceutical products and preparations (C21),45627.526
2022,Total Trade in Goods,Imports,Food products  (C10),Rubber and plastic products (C22),5.33
2022,Total Trade in Goods,Imports,Food products  (C10),"Fabricated metal products, except machinery and equipment (C25)",26.891
2022,Total Trade in Goods,Imports,Food products  (C10),Repair and installation of machinery and equipment (C33),106.58
2022,Total Trade in Goods,Imports,Food products  (C10),Construction (F),2632.538
2022,Total Trade in Goods,Imports,Food products  (C10),Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),357.434
2022,Total Trade in Goods,Imports,Food products  (C10),"Wholesale trade, except of motor vehicles and motorcycles (G46)",3138640.997
2022,Total Trade in Goods,Imports,Food products  (C10),"Retail trade, except of motor vehicles and motorcycles (G47)",1139443.226
2022,Total Trade in Goods,Imports,Food products  (C10),Transportation and storage (H),107375.197
2022,Total Trade in Goods,Imports,Food products  (C10),Information and communication (J),3872.374
2022,Total Trade in Goods,Imports,Food products  (C10),Financial and insurance activities (K),127595.574
2022,Total Trade in Goods,Imports,Food products  (C10),"Professional, scientific and technical activities (M)",144772.602
2022,Total Trade in Goods,Imports,Beverages (C11),"Agriculture, forestry and fishing (A)",112.307
2022,Total Trade in Goods,Imports,Beverages (C11),Food products (C10),25028.528
2022,Total Trade in Goods,Imports,Beverages (C11),Beverages (C11),269679.2
2022,Total Trade in Goods,Imports,Beverages (C11),Chemicals and chemical products (C20),641.47
2022,Total Trade in Goods,Imports,Beverages (C11),Basic pharmaceutical products and preparations (C21),62.267
2022,Total Trade in Goods,Imports,Beverages (C11),"Computer, electronic and optical products (C26)",0.715
2022,Total Trade in Goods,Imports,Beverages (C11),Construction (F),252.868
2022,Total Trade in Goods,Imports,Beverages (C11),Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),30.919
2022,Total Trade in Goods,Imports,Beverages (C11),"Wholesale trade, except of motor vehicles and motorcycles (G46)",658421.283
2022,Total Trade in Goods,Imports,Beverages (C11),"Retail trade, except of motor vehicles and motorcycles (G47)",151161.311
2022,Total Trade in Goods,Imports,Beverages (C11),Transportation and storage (H),10425.304
2022,Total Trade in Goods,Imports,Beverages (C11),"Professional, scientific and technical activities (M)",33897.897
2022,Total Trade in Goods,Imports,Beverages (C11),Administrative and support service activities (N),252.299
2022,Total Trade in Goods,Imports,Tobacco products (C12),"Wholesale trade, except of motor vehicles and motorcycles (G46)",53918.935
2022,Total Trade in Goods,Imports,Tobacco products (C12),"Retail trade, except of motor vehicles and motorcycles (G47)",2923.755
2022,Total Trade in Goods,Imports,Textiles (C13),"Agriculture, forestry and fishing (A)",5367.274
2022,Total Trade in Goods,Imports,Textiles (C13),Mining and quarrying (B),336.252
2022,Total Trade in Goods,Imports,Textiles (C13),Food products (C10),3701.261
2022,Total Trade in Goods,Imports,Textiles (C13),Beverages (C11),60.683
2022,Total Trade in Goods,Imports,Textiles (C13),Textiles (C13),40544.737
2022,Total Trade in Goods,Imports,Textiles (C13),Wearing apparel (C14),15059.693
2022,Total Trade in Goods,Imports,Textiles (C13),Leather and related products (C15),170.445
2022,Total Trade in Goods,Imports,Textiles (C13),"Wood and wood products, except furniture (C16)",702.488
2022,Total Trade in Goods,Imports,Textiles (C13),Printing and reproduction of recorded media (C18),2131.996
2022,Total Trade in Goods,Imports,Textiles (C13),Chemicals and chemical products (C20),4402.009
2022,Total Trade in Goods,Imports,Textiles (C13),Basic pharmaceutical products and preparations (C21),4549.426
2022,Total Trade in Goods,Imports,Textiles (C13),Rubber and plastic products (C22),17842.302
2022,Total Trade in Goods,Imports,Textiles (C13),Other non-metallic mineral products (C23),5925.835
2022,Total Trade in Goods,Imports,Textiles (C13),Basic metals (C24),1111.661
2022,Total Trade in Goods,Imports,Textiles (C13),"Fabricated metal products, except machinery and equipment (C25)",1590.083
2022,Total Trade in Goods,Imports,Textiles (C13),"Computer, electronic and optical products (C26)",811.946
2022,Total Trade in Goods,Imports,Textiles (C13),Electrical equipment (C27),139.839
2022,Total Trade in Goods,Imports,Textiles (C13),Machinery and equipment n.e.c. (C28),2789.98
2022,Total Trade in Goods,Imports,Textiles (C13),"Motor vehicles, trailers and semi-trailers (C29)",341.575
2022,Total Trade in Goods,Imports,Textiles (C13),Other transport equipment (C30),62.729
2022,Total Trade in Goods,Imports,Textiles (C13),Furniture (C31),22555.378
2022,Total Trade in Goods,Imports,Textiles (C13),Other manufacturing (C32),28003.565
2022,Total Trade in Goods,Imports,Textiles (C13),Repair and installation of machinery and equipment (C33),1274.067
2022,Total Trade in Goods,Imports,Textiles (C13),"Electricity, gas, steam and air conditioning supply (D)",66.452
2022,Total Trade in Goods,Imports,Textiles (C13),"Water supply; sewerage, waste management and remediation activities (E)",716.552
2022,Total Trade in Goods,Imports,Textiles (C13),Construction (F),11988.921
2022,Total Trade in Goods,Imports,Textiles (C13),Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),4915.044
2022,Total Trade in Goods,Imports,Textiles (C13),"Wholesale trade, except of motor vehicles and motorcycles (G46)",194832.084
2022,Total Trade in Goods,Imports,Textiles (C13),"Retail trade, except of motor vehicles and motorcycles (G47)",259653.598
2022,Total Trade in Goods,Imports,Textiles (C13),Transportation and storage (H),3681.208
2022,Total Trade in Goods,Imports,Textiles (C13),Information and communication (J),1400.855
2022,Total Trade in Goods,Imports,Textiles (C13),Financial and insurance activities (K),2223.998
2022,Total Trade in Goods,Imports,Textiles (C13),Real estate activities (L),3529.107
2022,Total Trade in Goods,Imports,Textiles (C13),"Professional, scientific and technical activities (M)",13038.124
2022,Total Trade in Goods,Imports,Textiles (C13),Administrative and support service activities (N),12301.843
2022,Total Trade in Goods,Imports,Wearing apparel (C14),"Agriculture, forestry and fishing (A)",465.784
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Mining and quarrying (B),10.318
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Food products (C10),1366.597
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Beverages (C11),355.151
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Textiles (C13),5862.641
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Wearing apparel (C14),16164.94
2022,Total Trade in Goods,Imports,Wearing apparel (C14),"Wood and wood products, except furniture (C16)",46.552
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Printing and reproduction of recorded media (C18),1159.225
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Chemicals and chemical products (C20),143.7
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Basic pharmaceutical products and preparations (C21),104.521
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Rubber and plastic products (C22),130.127
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Other non-metallic mineral products (C23),160.503
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Basic metals (C24),57.861
2022,Total Trade in Goods,Imports,Wearing apparel (C14),"Computer, electronic and optical products (C26)",473.735
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Electrical equipment (C27),45.471
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Machinery and equipment n.e.c. (C28),131.49
2022,Total Trade in Goods,Imports,Wearing apparel (C14),"Motor vehicles, trailers and semi-trailers (C29)",11.475
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Other transport equipment (C30),40.558
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Furniture (C31),42.802
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Other manufacturing (C32),10645.844
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Repair and installation of machinery and equipment (C33),467.332
2022,Total Trade in Goods,Imports,Wearing apparel (C14),"Electricity, gas, steam and air conditioning supply (D)",56.378
2022,Total Trade in Goods,Imports,Wearing apparel (C14),"Water supply; sewerage, waste management and remediation activities (E)",46.757
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Construction (F),2135.329
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),2550.442
2022,Total Trade in Goods,Imports,Wearing apparel (C14),"Wholesale trade, except of motor vehicles and motorcycles (G46)",373120.181
2022,Total Trade in Goods,Imports,Wearing apparel (C14),"Retail trade, except of motor vehicles and motorcycles (G47)",1823086.79
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Transportation and storage (H),2900.223
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Financial and insurance activities (K),6449.263
2022,Total Trade in Goods,Imports,Wearing apparel (C14),"Professional, scientific and technical activities (M)",13810.234
2022,Total Trade in Goods,Imports,Wearing apparel (C14),Administrative and support service activities (N),9218.188
2022,Total Trade in Goods,Imports,Leather and related products (C15),"Agriculture, forestry and fishing (A)",479.714
2022,Total Trade in Goods,Imports,Leather and related products (C15),Food products (C10),905.143
2022,Total Trade in Goods,Imports,Leather and related products (C15),Beverages (C11),66.507
2022,Total Trade in Goods,Imports,Leather and related products (C15),Textiles (C13),1123.527
2022,Total Trade in Goods,Imports,Leather and related products (C15),Wearing apparel (C14),416.564
2022,Total Trade in Goods,Imports,Leather and related products (C15),Leather and related products (C15),15968.759
2022,Total Trade in Goods,Imports,Leather and related products (C15),Paper and paper products (C17),183.146
2022,Total Trade in Goods,Imports,Leather and related products (C15),Printing and reproduction of recorded media (C18),1032.94
2022,Total Trade in Goods,Imports,Leather and related products (C15),Chemicals and chemical products (C20),319.31
2022,Total Trade in Goods,Imports,Leather and related products (C15),Basic pharmaceutical products and preparations (C21),45.823
2022,Total Trade in Goods,Imports,Leather and related products (C15),Rubber and plastic products (C22),697.646
2022,Total Trade in Goods,Imports,Leather and related products (C15),Other non-metallic mineral products (C23),108.01
2022,Total Trade in Goods,Imports,Leather and related products (C15),Basic metals (C24),1.966
2022,Total Trade in Goods,Imports,Leather and related products (C15),"Fabricated metal products, except machinery and equipment (C25)",325.211
2022,Total Trade in Goods,Imports,Leather and related products (C15),"Computer, electronic and optical products (C26)",2646.9
2022,Total Trade in Goods,Imports,Leather and related products (C15),Machinery and equipment n.e.c. (C28),171.274
2022,Total Trade in Goods,Imports,Leather and related products (C15),Other transport equipment (C30),95.527
2022,Total Trade in Goods,Imports,Leather and related products (C15),Furniture (C31),1805.088
2022,Total Trade in Goods,Imports,Leather and related products (C15),Other manufacturing (C32),3615.866
2022,Total Trade in Goods,Imports,Leather and related products (C15),Repair and installation of machinery and equipment (C33),132.861
2022,Total Trade in Goods,Imports,Leather and related products (C15),"Water supply; sewerage, waste management and remediation activities (E)",50.722
2022,Total Trade in Goods,Imports,Leather and related products (C15),Construction (F),493.987
2022,Total Trade in Goods,Imports,Leather and related products (C15),Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),1256.802
2022,Total Trade in Goods,Imports,Leather and related products (C15),"Wholesale trade, except of motor vehicles and motorcycles (G46)",150138.042
2022,Total Trade in Goods,Imports,Leather and related products (C15),"Retail trade, except of motor vehicles and motorcycles (G47)",583308.704
2022,Total Trade in Goods,Imports,Leather and related products (C15),Financial and insurance activities (K),727.829
2022,Total Trade in Goods,Imports,Leather and related products (C15),Real estate activities (L),404.562
2022,Total Trade in Goods,Imports,Leather and related products (C15),"Professional, scientific and technical activities (M)",7778.796
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)","Agriculture, forestry and fishing (A)",31431.684
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Food products (C10),7307.687
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Beverages (C11),35349.383
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Textiles (C13),2399.174
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)","Wood and wood products, except furniture (C16)",81388.38
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Paper and paper products (C17),909.411
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Printing and reproduction of recorded media (C18),143.603
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Chemicals and chemical products (C20),651.184
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Rubber and plastic products (C22),1993.268
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Other non-metallic mineral products (C23),3524.114
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Basic metals (C24),157.435
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)","Fabricated metal products, except machinery and equipment (C25)",6810.932
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Electrical equipment (C27),418.236
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Machinery and equipment n.e.c. (C28),304.942
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)","Motor vehicles, trailers and semi-trailers (C29)",305.589
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Furniture (C31),23873.539
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Other manufacturing (C32),6764.623
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Repair and installation of machinery and equipment (C33),163.293
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)","Water supply; sewerage, waste management and remediation activities (E)",815.341
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Construction (F),67338.843
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),16372.769
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)","Wholesale trade, except of motor vehicles and motorcycles (G46)",390333.026
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)","Retail trade, except of motor vehicles and motorcycles (G47)",79696.121
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Transportation and storage (H),3245.756
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Information and communication (J),2744.662
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Financial and insurance activities (K),7960.104
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Real estate activities (L),2023.998
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)","Professional, scientific and technical activities (M)",31825.395
2022,Total Trade in Goods,Imports,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials (C16)",Administrative and support service activities (N),7159.224
2022,Total Trade in Goods,Imports,Paper and paper products (C17),"Agriculture, forestry and fishing (A)",7031.826
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Food products (C10),112415.939
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Beverages (C11),28715.7
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Textiles (C13),1327.29
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Wearing apparel (C14),172.187
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Leather and related products (C15),19.182
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Paper and paper products (C17),240987.124
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Printing and reproduction of recorded media (C18),29522.681
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Chemicals and chemical products (C20),5974.66
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Basic pharmaceutical products and preparations (C21),14818.895
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Rubber and plastic products (C22),11974.39
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Other non-metallic mineral products (C23),13928.351
2022,Total Trade in Goods,Imports,Paper and paper products (C17),"Fabricated metal products, except machinery and equipment (C25)",1182.373
2022,Total Trade in Goods,Imports,Paper and paper products (C17),"Computer, electronic and optical products (C26)",4390.735
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Electrical equipment (C27),2954.445
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Machinery and equipment n.e.c. (C28),5584.569
2022,Total Trade in Goods,Imports,Paper and paper products (C17),"Motor vehicles, trailers and semi-trailers (C29)",201.806
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Furniture (C31),2141.545
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Other manufacturing (C32),46256.9
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Repair and installation of machinery and equipment (C33),1352.75
2022,Total Trade in Goods,Imports,Paper and paper products (C17),"Water supply; sewerage, waste management and remediation activities (E)",324.083
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Construction (F),842.231
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),1494.972
2022,Total Trade in Goods,Imports,Paper and paper products (C17),"Wholesale trade, except of motor vehicles and motorcycles (G46)",497350.178
2022,Total Trade in Goods,Imports,Paper and paper products (C17),"Retail trade, except of motor vehicles and motorcycles (G47)",154061.384
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Transportation and storage (H),68817.024
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Information and communication (J),16782.54
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Financial and insurance activities (K),82926.322
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Real estate activities (L),687.948
2022,Total Trade in Goods,Imports,Paper and paper products (C17),"Professional, scientific and technical activities (M)",18599.177
2022,Total Trade in Goods,Imports,Paper and paper products (C17),Administrative and support service activities (N),50188.352
2022,Total Trade in Goods,Imports,Printing and reproduction services of recorded media (C18),Paper and paper products (C17),539.911
2022,Total Trade in Goods,Imports,Printing and reproduction services of recorded media (C18),Printing and reproduction of recorded media (C18),93.259
2022,Total Trade in Goods,Imports,Printing and reproduction services of recorded media (C18),Chemicals and chemical products (C20),34.455
