Year,Partner Region,Trade Flow,Type of Ownership,NACE Rev 2 Activity,VALUE
2021,All countries excluding EU272020,Exports,Domestically controlled,Basic pharmaceutical products and preparations (C21),
2021,All countries excluding EU272020,Exports,Domestically controlled,Rubber and plastic products (C22),128.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Other non-metallic mineral products (C23),114.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Basic metals (C24),52.0
2021,All countries excluding EU272020,Exports,Domestically controlled,"Fabricated metal products, except machinery and equipment (C25)",224.0
2021,All countries excluding EU272020,Exports,Domestically controlled,"Computer, electronic and optical products (C26)",80.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Electrical equipment (C27),52.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Machinery and equipment n.e.c. (C28),178.0
2021,All countries excluding EU272020,Exports,Domestically controlled,"Motor vehicles, trailers and semi-trailers (C29)",23.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Other transport equipment (C30),12.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Furniture (C31),72.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Other manufacturing (C32),
2021,All countries excluding EU272020,Exports,Domestically controlled,Repair and installation of machinery and equipment (C33),106.0
2021,All countries excluding EU272020,Exports,Domestically controlled,"Electricity, gas, steam and air conditioning supply (D)",
2021,All countries excluding EU272020,Exports,Domestically controlled,"Water supply; sewerage, waste management and remediation activities (E)",99.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Construction (F),339.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),3347.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),308.0
2021,All countries excluding EU272020,Exports,Domestically controlled,"Wholesale trade, except of motor vehicles and motorcycles (G46)",2167.0
2021,All countries excluding EU272020,Exports,Domestically controlled,"Retail trade, except of motor vehicles and motorcycles (G47)",872.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Transportation and storage (H),262.0
2021,All countries excluding EU272020,Exports,Domestically controlled,"Accommodation and Food and Other Services (I, OTU)",316.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Information and communication (J),311.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Financial and insurance activities (K),70.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Real estate activities (L),39.0
2021,All countries excluding EU272020,Exports,Domestically controlled,"Professional, scientific and technical activities (M)",483.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Administrative and support service activities (N),252.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Unknown,0.0
2021,All countries excluding EU272020,Exports,Domestically controlled,Total Trade in Goods,7736.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,"Agriculture, forestry and fishing (A)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,"Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)",46.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Mining and quarrying (B),0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Industry (B - E),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Manufacturing (C),31.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Food products (C10),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Beverages (C11),0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Tobacco products (C12),0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Textiles (C13),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Wearing apparel (C14),0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Leather and related products (C15),0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,"Wood and wood products, except furniture (C16)",0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Paper and paper products (C17),0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Printing and reproduction of recorded media (C18),0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Coke and refined petroleum products (C19),0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Chemicals and chemical products (C20),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Basic pharmaceutical products and preparations (C21),0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Rubber and plastic products (C22),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Other non-metallic mineral products (C23),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Basic metals (C24),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,"Fabricated metal products, except machinery and equipment (C25)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,"Computer, electronic and optical products (C26)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Electrical equipment (C27),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Machinery and equipment n.e.c. (C28),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,"Motor vehicles, trailers and semi-trailers (C29)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Other transport equipment (C30),0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Furniture (C31),0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Other manufacturing (C32),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Repair and installation of machinery and equipment (C33),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,"Electricity, gas, steam and air conditioning supply (D)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,"Water supply; sewerage, waste management and remediation activities (E)",0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Construction (F),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,"Wholesale trade, except of motor vehicles and motorcycles (G46)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,"Retail trade, except of motor vehicles and motorcycles (G47)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Transportation and storage (H),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,"Accommodation and Food and Other Services (I, OTU)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Information and communication (J),11.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Financial and insurance activities (K),10.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Real estate activities (L),0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,"Professional, scientific and technical activities (M)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Administrative and support service activities (N),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Unknown,0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled with own affiliates abroad,Total Trade in Goods,120.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,"Agriculture, forestry and fishing (A)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,"Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)",2227.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Mining and quarrying (B),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Industry (B - E),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Manufacturing (C),1938.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Food products (C10),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Beverages (C11),66.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Tobacco products (C12),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Textiles (C13),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Wearing apparel (C14),34.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Leather and related products (C15),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,"Wood and wood products, except furniture (C16)",68.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Paper and paper products (C17),53.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Printing and reproduction of recorded media (C18),80.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Coke and refined petroleum products (C19),0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Chemicals and chemical products (C20),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Basic pharmaceutical products and preparations (C21),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Rubber and plastic products (C22),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Other non-metallic mineral products (C23),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Basic metals (C24),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,"Fabricated metal products, except machinery and equipment (C25)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,"Computer, electronic and optical products (C26)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Electrical equipment (C27),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Machinery and equipment n.e.c. (C28),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,"Motor vehicles, trailers and semi-trailers (C29)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Other transport equipment (C30),12.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Furniture (C31),72.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Other manufacturing (C32),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Repair and installation of machinery and equipment (C33),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,"Electricity, gas, steam and air conditioning supply (D)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,"Water supply; sewerage, waste management and remediation activities (E)",99.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Construction (F),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,"Wholesale trade, except of motor vehicles and motorcycles (G46)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,"Retail trade, except of motor vehicles and motorcycles (G47)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Transportation and storage (H),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,"Accommodation and Food and Other Services (I, OTU)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Information and communication (J),300.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Financial and insurance activities (K),60.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Real estate activities (L),39.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,"Professional, scientific and technical activities (M)",
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Administrative and support service activities (N),
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Unknown,0.0
2021,All countries excluding EU272020,Exports,Of which - Domestically controlled without own affiliates abroad,Total Trade in Goods,7616.0
2021,All countries excluding EU272020,Exports,Foreign controlled,"Agriculture, forestry and fishing (A)",20.0
2021,All countries excluding EU272020,Exports,Foreign controlled,"Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)",663.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Mining and quarrying (B),
2021,All countries excluding EU272020,Exports,Foreign controlled,Industry (B - E),520.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Manufacturing (C),494.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Food products (C10),58.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Beverages (C11),16.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Tobacco products (C12),0.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Textiles (C13),7.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Wearing apparel (C14),0.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Leather and related products (C15),
2021,All countries excluding EU272020,Exports,Foreign controlled,"Wood and wood products, except furniture (C16)",
2021,All countries excluding EU272020,Exports,Foreign controlled,Paper and paper products (C17),15.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Printing and reproduction of recorded media (C18),7.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Coke and refined petroleum products (C19),
2021,All countries excluding EU272020,Exports,Foreign controlled,Chemicals and chemical products (C20),
2021,All countries excluding EU272020,Exports,Foreign controlled,Basic pharmaceutical products and preparations (C21),
2021,All countries excluding EU272020,Exports,Foreign controlled,Rubber and plastic products (C22),44.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Other non-metallic mineral products (C23),15.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Basic metals (C24),10.0
2021,All countries excluding EU272020,Exports,Foreign controlled,"Fabricated metal products, except machinery and equipment (C25)",30.0
2021,All countries excluding EU272020,Exports,Foreign controlled,"Computer, electronic and optical products (C26)",33.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Electrical equipment (C27),18.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Machinery and equipment n.e.c. (C28),44.0
2021,All countries excluding EU272020,Exports,Foreign controlled,"Motor vehicles, trailers and semi-trailers (C29)",6.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Other transport equipment (C30),
2021,All countries excluding EU272020,Exports,Foreign controlled,Furniture (C31),
2021,All countries excluding EU272020,Exports,Foreign controlled,Other manufacturing (C32),
2021,All countries excluding EU272020,Exports,Foreign controlled,Repair and installation of machinery and equipment (C33),20.0
2021,All countries excluding EU272020,Exports,Foreign controlled,"Electricity, gas, steam and air conditioning supply (D)",
2021,All countries excluding EU272020,Exports,Foreign controlled,"Water supply; sewerage, waste management and remediation activities (E)",13.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Construction (F),39.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),684.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),28.0
2021,All countries excluding EU272020,Exports,Foreign controlled,"Wholesale trade, except of motor vehicles and motorcycles (G46)",511.0
2021,All countries excluding EU272020,Exports,Foreign controlled,"Retail trade, except of motor vehicles and motorcycles (G47)",145.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Transportation and storage (H),74.0
2021,All countries excluding EU272020,Exports,Foreign controlled,"Accommodation and Food and Other Services (I, OTU)",
2021,All countries excluding EU272020,Exports,Foreign controlled,Information and communication (J),173.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Financial and insurance activities (K),57.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Real estate activities (L),
2021,All countries excluding EU272020,Exports,Foreign controlled,"Professional, scientific and technical activities (M)",149.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Administrative and support service activities (N),98.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Unknown,0.0
2021,All countries excluding EU272020,Exports,Foreign controlled,Total Trade in Goods,1867.0
2021,All countries excluding EU272020,Exports,Ownership unknown,"Agriculture, forestry and fishing (A)",0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,"Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)",0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Mining and quarrying (B),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Industry (B - E),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Manufacturing (C),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Food products (C10),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Beverages (C11),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Tobacco products (C12),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Textiles (C13),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Wearing apparel (C14),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Leather and related products (C15),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,"Wood and wood products, except furniture (C16)",0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Paper and paper products (C17),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Printing and reproduction of recorded media (C18),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Coke and refined petroleum products (C19),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Chemicals and chemical products (C20),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Basic pharmaceutical products and preparations (C21),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Rubber and plastic products (C22),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Other non-metallic mineral products (C23),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Basic metals (C24),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,"Fabricated metal products, except machinery and equipment (C25)",0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,"Computer, electronic and optical products (C26)",0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Electrical equipment (C27),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Machinery and equipment n.e.c. (C28),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,"Motor vehicles, trailers and semi-trailers (C29)",0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Other transport equipment (C30),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Furniture (C31),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Other manufacturing (C32),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Repair and installation of machinery and equipment (C33),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,"Electricity, gas, steam and air conditioning supply (D)",0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,"Water supply; sewerage, waste management and remediation activities (E)",0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Construction (F),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,"Wholesale trade, except of motor vehicles and motorcycles (G46)",0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,"Retail trade, except of motor vehicles and motorcycles (G47)",0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Transportation and storage (H),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,"Accommodation and Food and Other Services (I, OTU)",0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Information and communication (J),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Financial and insurance activities (K),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Real estate activities (L),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,"Professional, scientific and technical activities (M)",0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Administrative and support service activities (N),0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Unknown,0.0
2021,All countries excluding EU272020,Exports,Ownership unknown,Total Trade in Goods,0.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,"Agriculture, forestry and fishing (A)",221.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,"Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)",2936.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Mining and quarrying (B),41.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Industry (B - E),2636.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Manufacturing (C),2463.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Food products (C10),371.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Beverages (C11),82.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Tobacco products (C12),
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Textiles (C13),58.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Wearing apparel (C14),34.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Leather and related products (C15),
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,"Wood and wood products, except furniture (C16)",
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Paper and paper products (C17),68.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Printing and reproduction of recorded media (C18),87.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Coke and refined petroleum products (C19),
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Chemicals and chemical products (C20),
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Basic pharmaceutical products and preparations (C21),78.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Rubber and plastic products (C22),172.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Other non-metallic mineral products (C23),129.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Basic metals (C24),62.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,"Fabricated metal products, except machinery and equipment (C25)",254.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,"Computer, electronic and optical products (C26)",113.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Electrical equipment (C27),70.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Machinery and equipment n.e.c. (C28),222.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,"Motor vehicles, trailers and semi-trailers (C29)",29.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Other transport equipment (C30),
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Furniture (C31),
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Other manufacturing (C32),194.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Repair and installation of machinery and equipment (C33),126.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,"Electricity, gas, steam and air conditioning supply (D)",20.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,"Water supply; sewerage, waste management and remediation activities (E)",112.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Construction (F),378.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),4031.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),336.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,"Wholesale trade, except of motor vehicles and motorcycles (G46)",2678.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,"Retail trade, except of motor vehicles and motorcycles (G47)",1017.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Transportation and storage (H),336.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,"Accommodation and Food and Other Services (I, OTU)",
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Information and communication (J),484.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Financial and insurance activities (K),127.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Real estate activities (L),
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,"Professional, scientific and technical activities (M)",632.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Administrative and support service activities (N),350.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Unknown,0.0
2021,All countries excluding EU272020,Exports,Total - All Ownership Types,Total Trade in Goods,9603.0
2021,Total Trade in Goods,Imports,Domestically controlled,"Agriculture, forestry and fishing (A)",1894.0
2021,Total Trade in Goods,Imports,Domestically controlled,"Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)",20418.0
2021,Total Trade in Goods,Imports,Domestically controlled,Mining and quarrying (B),
2021,Total Trade in Goods,Imports,Domestically controlled,Industry (B - E),6333.0
2021,Total Trade in Goods,Imports,Domestically controlled,Manufacturing (C),5825.0
2021,Total Trade in Goods,Imports,Domestically controlled,Food products (C10),708.0
2021,Total Trade in Goods,Imports,Domestically controlled,Beverages (C11),136.0
2021,Total Trade in Goods,Imports,Domestically controlled,Tobacco products (C12),
2021,Total Trade in Goods,Imports,Domestically controlled,Textiles (C13),190.0
2021,Total Trade in Goods,Imports,Domestically controlled,Wearing apparel (C14),92.0
2021,Total Trade in Goods,Imports,Domestically controlled,Leather and related products (C15),32.0
2021,Total Trade in Goods,Imports,Domestically controlled,"Wood and wood products, except furniture (C16)",280.0
2021,Total Trade in Goods,Imports,Domestically controlled,Paper and paper products (C17),115.0
2021,Total Trade in Goods,Imports,Domestically controlled,Printing and reproduction of recorded media (C18),292.0
2021,Total Trade in Goods,Imports,Domestically controlled,Coke and refined petroleum products (C19),
2021,Total Trade in Goods,Imports,Domestically controlled,Chemicals and chemical products (C20),190.0
2021,Total Trade in Goods,Imports,Domestically controlled,Basic pharmaceutical products and preparations (C21),56.0
2021,Total Trade in Goods,Imports,Domestically controlled,Rubber and plastic products (C22),253.0
2021,Total Trade in Goods,Imports,Domestically controlled,Other non-metallic mineral products (C23),384.0
2021,Total Trade in Goods,Imports,Domestically controlled,Basic metals (C24),126.0
2021,Total Trade in Goods,Imports,Domestically controlled,"Fabricated metal products, except machinery and equipment (C25)",826.0
2021,Total Trade in Goods,Imports,Domestically controlled,"Computer, electronic and optical products (C26)",151.0
2021,Total Trade in Goods,Imports,Domestically controlled,Electrical equipment (C27),131.0
2021,Total Trade in Goods,Imports,Domestically controlled,Machinery and equipment n.e.c. (C28),359.0
2021,Total Trade in Goods,Imports,Domestically controlled,"Motor vehicles, trailers and semi-trailers (C29)",71.0
2021,Total Trade in Goods,Imports,Domestically controlled,Other transport equipment (C30),39.0
2021,Total Trade in Goods,Imports,Domestically controlled,Furniture (C31),477.0
2021,Total Trade in Goods,Imports,Domestically controlled,Other manufacturing (C32),371.0
2021,Total Trade in Goods,Imports,Domestically controlled,Repair and installation of machinery and equipment (C33),534.0
2021,Total Trade in Goods,Imports,Domestically controlled,"Electricity, gas, steam and air conditioning supply (D)",
