Year,Partner Region,Trade Flow,Type of Ownership,NACE Rev 2 Activity,VALUE
2020,Total Trade in Goods,Imports,Total - All Ownership Types,Other manufacturing (C32),357.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,Repair and installation of machinery and equipment (C33),473.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,"Electricity, gas, steam and air conditioning supply (D)",
2020,Total Trade in Goods,Imports,Total - All Ownership Types,"Water supply; sewerage, waste management and remediation activities (E)",234.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,Construction (F),5337.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),16879.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),2371.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,"Wholesale trade, except of motor vehicles and motorcycles (G46)",6458.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,"Retail trade, except of motor vehicles and motorcycles (G47)",8050.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,Transportation and storage (H),1069.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,"Accommodation and Food and Other Services (I, OTU)",4304.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,Information and communication (J),1570.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,Financial and insurance activities (K),338.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,Real estate activities (L),317.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,"Professional, scientific and technical activities (M)",2549.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,Administrative and support service activities (N),1791.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,Unknown,0.0
2020,Total Trade in Goods,Imports,Total - All Ownership Types,Total Trade in Goods,41788.0
2020,Total Trade in Goods,Exports,Domestically controlled,"Agriculture, forestry and fishing (A)",302.0
2020,Total Trade in Goods,Exports,Domestically controlled,"Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)",2639.0
2020,Total Trade in Goods,Exports,Domestically controlled,Mining and quarrying (B),
2020,Total Trade in Goods,Exports,Domestically controlled,Industry (B - E),2172.0
2020,Total Trade in Goods,Exports,Domestically controlled,Manufacturing (C),2023.0
2020,Total Trade in Goods,Exports,Domestically controlled,Food products (C10),308.0
2020,Total Trade in Goods,Exports,Domestically controlled,Beverages (C11),61.0
2020,Total Trade in Goods,Exports,Domestically controlled,Tobacco products (C12),
2020,Total Trade in Goods,Exports,Domestically controlled,Textiles (C13),54.0
2020,Total Trade in Goods,Exports,Domestically controlled,Wearing apparel (C14),
2020,Total Trade in Goods,Exports,Domestically controlled,Leather and related products (C15),
2020,Total Trade in Goods,Exports,Domestically controlled,"Wood and wood products, except furniture (C16)",77.0
2020,Total Trade in Goods,Exports,Domestically controlled,Paper and paper products (C17),
2020,Total Trade in Goods,Exports,Domestically controlled,Printing and reproduction of recorded media (C18),83.0
2020,Total Trade in Goods,Exports,Domestically controlled,Coke and refined petroleum products (C19),0.0
2020,Total Trade in Goods,Exports,Domestically controlled,Chemicals and chemical products (C20),
2020,Total Trade in Goods,Exports,Domestically controlled,Basic pharmaceutical products and preparations (C21),
2020,Total Trade in Goods,Exports,Domestically controlled,Rubber and plastic products (C22),126.0
2020,Total Trade in Goods,Exports,Domestically controlled,Other non-metallic mineral products (C23),108.0
2020,Total Trade in Goods,Exports,Domestically controlled,Basic metals (C24),56.0
2020,Total Trade in Goods,Exports,Domestically controlled,"Fabricated metal products, except machinery and equipment (C25)",235.0
2020,Total Trade in Goods,Exports,Domestically controlled,"Computer, electronic and optical products (C26)",83.0
2020,Total Trade in Goods,Exports,Domestically controlled,Electrical equipment (C27),60.0
2020,Total Trade in Goods,Exports,Domestically controlled,Machinery and equipment n.e.c. (C28),179.0
2020,Total Trade in Goods,Exports,Domestically controlled,"Motor vehicles, trailers and semi-trailers (C29)",25.0
2020,Total Trade in Goods,Exports,Domestically controlled,Other transport equipment (C30),12.0
2020,Total Trade in Goods,Exports,Domestically controlled,Furniture (C31),80.0
2020,Total Trade in Goods,Exports,Domestically controlled,Other manufacturing (C32),140.0
2020,Total Trade in Goods,Exports,Domestically controlled,Repair and installation of machinery and equipment (C33),118.0
2020,Total Trade in Goods,Exports,Domestically controlled,"Electricity, gas, steam and air conditioning supply (D)",
2020,Total Trade in Goods,Exports,Domestically controlled,"Water supply; sewerage, waste management and remediation activities (E)",92.0
2020,Total Trade in Goods,Exports,Domestically controlled,Construction (F),358.0
2020,Total Trade in Goods,Exports,Domestically controlled,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),3585.0
2020,Total Trade in Goods,Exports,Domestically controlled,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),381.0
2020,Total Trade in Goods,Exports,Domestically controlled,"Wholesale trade, except of motor vehicles and motorcycles (G46)",2345.0
2020,Total Trade in Goods,Exports,Domestically controlled,"Retail trade, except of motor vehicles and motorcycles (G47)",859.0
2020,Total Trade in Goods,Exports,Domestically controlled,Transportation and storage (H),265.0
2020,Total Trade in Goods,Exports,Domestically controlled,"Accommodation and Food and Other Services (I, OTU)",
2020,Total Trade in Goods,Exports,Domestically controlled,Information and communication (J),436.0
2020,Total Trade in Goods,Exports,Domestically controlled,Financial and insurance activities (K),65.0
2020,Total Trade in Goods,Exports,Domestically controlled,Real estate activities (L),
2020,Total Trade in Goods,Exports,Domestically controlled,"Professional, scientific and technical activities (M)",627.0
2020,Total Trade in Goods,Exports,Domestically controlled,Administrative and support service activities (N),286.0
2020,Total Trade in Goods,Exports,Domestically controlled,Unknown,0.0
2020,Total Trade in Goods,Exports,Domestically controlled,Total Trade in Goods,8396.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,"Agriculture, forestry and fishing (A)",
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,"Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)",2597.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Mining and quarrying (B),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Industry (B - E),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Manufacturing (C),1986.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Food products (C10),302.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Beverages (C11),61.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Tobacco products (C12),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Textiles (C13),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Wearing apparel (C14),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Leather and related products (C15),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,"Wood and wood products, except furniture (C16)",77.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Paper and paper products (C17),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Printing and reproduction of recorded media (C18),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Coke and refined petroleum products (C19),0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Chemicals and chemical products (C20),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Basic pharmaceutical products and preparations (C21),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Rubber and plastic products (C22),123.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Other non-metallic mineral products (C23),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Basic metals (C24),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,"Fabricated metal products, except machinery and equipment (C25)",
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,"Computer, electronic and optical products (C26)",
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Electrical equipment (C27),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Machinery and equipment n.e.c. (C28),175.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,"Motor vehicles, trailers and semi-trailers (C29)",22.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Other transport equipment (C30),12.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Furniture (C31),80.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Other manufacturing (C32),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Repair and installation of machinery and equipment (C33),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,"Electricity, gas, steam and air conditioning supply (D)",12.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,"Water supply; sewerage, waste management and remediation activities (E)",92.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Construction (F),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,"Wholesale trade, except of motor vehicles and motorcycles (G46)",
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,"Retail trade, except of motor vehicles and motorcycles (G47)",
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Transportation and storage (H),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,"Accommodation and Food and Other Services (I, OTU)",
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Information and communication (J),424.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Financial and insurance activities (K),55.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Real estate activities (L),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,"Professional, scientific and technical activities (M)",
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Administrative and support service activities (N),281.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Unknown,0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled with own affiliates abroad,Total Trade in Goods,8276.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,"Agriculture, forestry and fishing (A)",
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,"Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)",42.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Mining and quarrying (B),0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Industry (B - E),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Manufacturing (C),37.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Food products (C10),6.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Beverages (C11),0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Tobacco products (C12),0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Textiles (C13),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Wearing apparel (C14),0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Leather and related products (C15),0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,"Wood and wood products, except furniture (C16)",0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Paper and paper products (C17),0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Printing and reproduction of recorded media (C18),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Coke and refined petroleum products (C19),0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Chemicals and chemical products (C20),3.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Basic pharmaceutical products and preparations (C21),0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Rubber and plastic products (C22),3.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Other non-metallic mineral products (C23),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Basic metals (C24),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,"Fabricated metal products, except machinery and equipment (C25)",
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,"Computer, electronic and optical products (C26)",
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Electrical equipment (C27),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Machinery and equipment n.e.c. (C28),4.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,"Motor vehicles, trailers and semi-trailers (C29)",3.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Other transport equipment (C30),0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Furniture (C31),0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Other manufacturing (C32),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Repair and installation of machinery and equipment (C33),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,"Electricity, gas, steam and air conditioning supply (D)",
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,"Water supply; sewerage, waste management and remediation activities (E)",0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Construction (F),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,"Wholesale trade, except of motor vehicles and motorcycles (G46)",
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,"Retail trade, except of motor vehicles and motorcycles (G47)",
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Transportation and storage (H),
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,"Accommodation and Food and Other Services (I, OTU)",
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Information and communication (J),12.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Financial and insurance activities (K),10.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Real estate activities (L),0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,"Professional, scientific and technical activities (M)",
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Administrative and support service activities (N),5.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Unknown,0.0
2020,Total Trade in Goods,Exports,Of which - Domestically controlled without own affiliates abroad,Total Trade in Goods,120.0
2020,Total Trade in Goods,Exports,Foreign controlled,"Agriculture, forestry and fishing (A)",20.0
2020,Total Trade in Goods,Exports,Foreign controlled,"Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)",408.0
2020,Total Trade in Goods,Exports,Foreign controlled,Mining and quarrying (B),
2020,Total Trade in Goods,Exports,Foreign controlled,Industry (B - E),475.0
2020,Total Trade in Goods,Exports,Foreign controlled,Manufacturing (C),459.0
2020,Total Trade in Goods,Exports,Foreign controlled,Food products (C10),52.0
2020,Total Trade in Goods,Exports,Foreign controlled,Beverages (C11),19.0
2020,Total Trade in Goods,Exports,Foreign controlled,Tobacco products (C12),0.0
2020,Total Trade in Goods,Exports,Foreign controlled,Textiles (C13),9.0
2020,Total Trade in Goods,Exports,Foreign controlled,Wearing apparel (C14),0.0
2020,Total Trade in Goods,Exports,Foreign controlled,Leather and related products (C15),
2020,Total Trade in Goods,Exports,Foreign controlled,"Wood and wood products, except furniture (C16)",4.0
2020,Total Trade in Goods,Exports,Foreign controlled,Paper and paper products (C17),
2020,Total Trade in Goods,Exports,Foreign controlled,Printing and reproduction of recorded media (C18),9.0
2020,Total Trade in Goods,Exports,Foreign controlled,Coke and refined petroleum products (C19),
2020,Total Trade in Goods,Exports,Foreign controlled,Chemicals and chemical products (C20),
2020,Total Trade in Goods,Exports,Foreign controlled,Basic pharmaceutical products and preparations (C21),
2020,Total Trade in Goods,Exports,Foreign controlled,Rubber and plastic products (C22),40.0
2020,Total Trade in Goods,Exports,Foreign controlled,Other non-metallic mineral products (C23),12.0
2020,Total Trade in Goods,Exports,Foreign controlled,Basic metals (C24),10.0
2020,Total Trade in Goods,Exports,Foreign controlled,"Fabricated metal products, except machinery and equipment (C25)",26.0
2020,Total Trade in Goods,Exports,Foreign controlled,"Computer, electronic and optical products (C26)",34.0
2020,Total Trade in Goods,Exports,Foreign controlled,Electrical equipment (C27),16.0
2020,Total Trade in Goods,Exports,Foreign controlled,Machinery and equipment n.e.c. (C28),35.0
2020,Total Trade in Goods,Exports,Foreign controlled,"Motor vehicles, trailers and semi-trailers (C29)",
2020,Total Trade in Goods,Exports,Foreign controlled,Other transport equipment (C30),
2020,Total Trade in Goods,Exports,Foreign controlled,Furniture (C31),5.0
2020,Total Trade in Goods,Exports,Foreign controlled,Other manufacturing (C32),60.0
2020,Total Trade in Goods,Exports,Foreign controlled,Repair and installation of machinery and equipment (C33),17.0
2020,Total Trade in Goods,Exports,Foreign controlled,"Electricity, gas, steam and air conditioning supply (D)",
2020,Total Trade in Goods,Exports,Foreign controlled,"Water supply; sewerage, waste management and remediation activities (E)",10.0
2020,Total Trade in Goods,Exports,Foreign controlled,Construction (F),19.0
2020,Total Trade in Goods,Exports,Foreign controlled,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),553.0
2020,Total Trade in Goods,Exports,Foreign controlled,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),23.0
2020,Total Trade in Goods,Exports,Foreign controlled,"Wholesale trade, except of motor vehicles and motorcycles (G46)",442.0
2020,Total Trade in Goods,Exports,Foreign controlled,"Retail trade, except of motor vehicles and motorcycles (G47)",88.0
2020,Total Trade in Goods,Exports,Foreign controlled,Transportation and storage (H),42.0
2020,Total Trade in Goods,Exports,Foreign controlled,"Accommodation and Food and Other Services (I, OTU)",
2020,Total Trade in Goods,Exports,Foreign controlled,Information and communication (J),120.0
2020,Total Trade in Goods,Exports,Foreign controlled,Financial and insurance activities (K),40.0
2020,Total Trade in Goods,Exports,Foreign controlled,Real estate activities (L),
2020,Total Trade in Goods,Exports,Foreign controlled,"Professional, scientific and technical activities (M)",80.0
2020,Total Trade in Goods,Exports,Foreign controlled,Administrative and support service activities (N),63.0
2020,Total Trade in Goods,Exports,Foreign controlled,Unknown,0.0
2020,Total Trade in Goods,Exports,Foreign controlled,Total Trade in Goods,1436.0
2020,Total Trade in Goods,Exports,Ownership unknown,"Agriculture, forestry and fishing (A)",0.0
2020,Total Trade in Goods,Exports,Ownership unknown,"Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)",0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Mining and quarrying (B),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Industry (B - E),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Manufacturing (C),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Food products (C10),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Beverages (C11),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Tobacco products (C12),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Textiles (C13),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Wearing apparel (C14),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Leather and related products (C15),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,"Wood and wood products, except furniture (C16)",0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Paper and paper products (C17),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Printing and reproduction of recorded media (C18),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Coke and refined petroleum products (C19),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Chemicals and chemical products (C20),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Basic pharmaceutical products and preparations (C21),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Rubber and plastic products (C22),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Other non-metallic mineral products (C23),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Basic metals (C24),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,"Fabricated metal products, except machinery and equipment (C25)",0.0
2020,Total Trade in Goods,Exports,Ownership unknown,"Computer, electronic and optical products (C26)",0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Electrical equipment (C27),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Machinery and equipment n.e.c. (C28),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,"Motor vehicles, trailers and semi-trailers (C29)",0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Other transport equipment (C30),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Furniture (C31),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Other manufacturing (C32),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Repair and installation of machinery and equipment (C33),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,"Electricity, gas, steam and air conditioning supply (D)",0.0
2020,Total Trade in Goods,Exports,Ownership unknown,"Water supply; sewerage, waste management and remediation activities (E)",0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Construction (F),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,"Wholesale trade, except of motor vehicles and motorcycles (G46)",0.0
2020,Total Trade in Goods,Exports,Ownership unknown,"Retail trade, except of motor vehicles and motorcycles (G47)",0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Transportation and storage (H),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,"Accommodation and Food and Other Services (I, OTU)",0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Information and communication (J),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Financial and insurance activities (K),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Real estate activities (L),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,"Professional, scientific and technical activities (M)",0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Administrative and support service activities (N),0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Unknown,0.0
2020,Total Trade in Goods,Exports,Ownership unknown,Total Trade in Goods,0.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,"Agriculture, forestry and fishing (A)",322.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,"Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)",3047.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Mining and quarrying (B),49.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Industry (B - E),2647.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Manufacturing (C),2482.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Food products (C10),360.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Beverages (C11),80.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Tobacco products (C12),
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Textiles (C13),63.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Wearing apparel (C14),
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Leather and related products (C15),
2020,Total Trade in Goods,Exports,Total - All Ownership Types,"Wood and wood products, except furniture (C16)",81.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Paper and paper products (C17),
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Printing and reproduction of recorded media (C18),92.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Coke and refined petroleum products (C19),
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Chemicals and chemical products (C20),129.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Basic pharmaceutical products and preparations (C21),83.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Rubber and plastic products (C22),166.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Other non-metallic mineral products (C23),120.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Basic metals (C24),66.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,"Fabricated metal products, except machinery and equipment (C25)",261.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,"Computer, electronic and optical products (C26)",117.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Electrical equipment (C27),76.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Machinery and equipment n.e.c. (C28),214.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,"Motor vehicles, trailers and semi-trailers (C29)",
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Other transport equipment (C30),
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Furniture (C31),85.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Other manufacturing (C32),200.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Repair and installation of machinery and equipment (C33),135.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,"Electricity, gas, steam and air conditioning supply (D)",14.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,"Water supply; sewerage, waste management and remediation activities (E)",102.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Construction (F),377.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),4138.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Wholesale and retail trade and repair of motor vehicles and motorcycles (G45),404.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,"Wholesale trade, except of motor vehicles and motorcycles (G46)",2787.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,"Retail trade, except of motor vehicles and motorcycles (G47)",947.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Transportation and storage (H),307.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,"Accommodation and Food and Other Services (I, OTU)",270.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Information and communication (J),556.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Financial and insurance activities (K),105.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Real estate activities (L),54.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,"Professional, scientific and technical activities (M)",707.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Administrative and support service activities (N),349.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Unknown,0.0
2020,Total Trade in Goods,Exports,Total - All Ownership Types,Total Trade in Goods,9832.0
